College,StudentID,Session,Engagement,Performance,Cognitive_Load,AI_Assistance_Level
College 3,College3_004,3,0.81,81.48,45.02,0.8
College 3,College3_004,4,0.783,83.96,33.59,0.8
College 3,College3_004,5,0.685,80.66,29.38,0.8
College 3,College3_004,6,0.753,82.64,22.73,0.8
College 3,College3_004,7,0.811,80.41,24.53,0.8
College 3,College3_004,8,0.809,85.25,26.49,0.8
College 3,College3_004,9,0.852,92.17,24.53,0.8
College 3,College3_004,10,0.887,89.72,22.31,0.8
College 3,College3_005,1,0.678,73.66,74.46,0.756
College 3,College3_005,2,0.647,82.36,56.25,0.756
College 3,College3_005,3,0.691,78.21,43.69,0.756
College 3,College3_005,4,0.54,72.74,38.9,0.756
College 3,College3_005,5,0.61,79.94,33.03,0.756
College 3,College3_005,6,0.574,69.26,30.49,0.756
College 3,College3_005,7,0.646,79.01,26.99,0.756
College 3,College3_005,8,0.662,74.97,21.93,0.756
College 3,College3_005,9,0.702,78.62,23.94,0.756
College 3,College3_005,10,0.628,76.13,23.25,0.756
College 3,College3_006,1,0.488,61.22,78.42,0.22
College 3,College3_006,2,0.48,70.42,65.44,0.22
College 3,College3_006,3,0.465,62.18,56.85,0.22
College 3,College3_006,4,0.436,61.84,45.14,0.22
College 3,College3_006,5,0.442,66.38,43.9,0.22
College 3,College3_006,6,0.43,66.64,33.26,0.22
College 3,College3_006,7,0.472,63.02,36.22,0.22
College 3,College3_006,8,0.469,61.76,29.68,0.22
College 3,College3_006,9,0.484,63.78,28.03,0.22
College 3,College3_006,10,0.537,67.72,23.3,0.22
College 3,College3_007,1,0.63,77.66,72.59,0.534
College 3,College3_007,2,0.662,72.28,59.58,0.534
College 3,College3_007,3,0.633,67.63,48.53,0.534
College 3,College3_007,4,0.603,71.84,43.4,0.534
College 3,College3_007,5,0.554,68.33,35.92,0.534
College 3,College3_007,6,0.517,64.74,30.37,0.534
College 3,College3_007,7,0.599,71.58,31.06,0.534
College 3,College3_007,8,0.674,77.65,26.64,0.534
College 3,College3_007,9,0.65,74.57,26.68,0.534
College 3,College3_007,10,0.624,74.65,23.64,0.534
College 3,College3_008,1,0.517,65.9,74.28,0.606
College 3,College3_008,2,0.634,70.09,59.69,0.606
College 3,College3_008,3,0.597,71.89,49.73,0.606
College 3,College3_008,4,0.513,67.01,41.73,0.606
College 3,College3_008,5,0.49,71.29,38.27,0.606
College 3,College3_008,6,0.5,61.14,26.94,0.606
College 3,College3_008,7,0.572,72,24.23,0.606
College 3,College3_008,8,0.589,74.8,26.04,0.606
College 3,College3_008,9,0.631,81.9,27.82,0.606
College 3,College3_008,10,0.503,66.78,21.49,0.606
College 3,College3_009,1,0.901,90.12,66.9,0.759
College 3,College3_009,2,0.865,86.28,52.51,0.759
College 3,College3_009,3,0.785,87.2,39.72,0.759
College 3,College3_009,4,0.823,85.47,38.88,0.759
College 3,College3_009,5,0.752,82.26,30.29,0.759
College 3,College3_009,6,0.801,79.26,29.29,0.759
College 3,College3_009,7,0.82,85.43,22.9,0.759
College 3,College3_009,8,0.812,88.27,22.11,0.759
College 3,College3_009,9,0.872,83.48,26.25,0.759
College 3,College3_009,10,0.905,94.01,21.93,0.759
College 3,College3_010,1,0.346,64.58,81.95,0.298
College 3,College3_010,2,0.368,61.98,70.55,0.298
College 3,College3_010,3,0.393,62.7,56.88,0.298
College 3,College3_010,4,0.241,52.12,47.5,0.298
College 3,College3_010,5,0.295,50.3,39.42,0.298
College 3,College3_010,6,0.299,55.61,35.21,0.298
College 3,College3_010,7,0.286,60.69,29.77,0.298
College 3,College3_010,8,0.354,52.82,30.97,0.298
College 3,College3_010,9,0.343,54.22,28.01,0.298
College 3,College3_010,10,0.335,58.56,25.8,0.298
College 3,College3_011,1,0.496,65.72,76.57,0.579
College 3,College3_011,2,0.573,75.18,63.49,0.579
College 3,College3_011,3,0.517,75.83,50.34,0.579
College 3,College3_011,4,0.458,64.8,41.75,0.579
College 3,College3_011,5,0.441,68.36,37.01,0.579
College 3,College3_011,6,0.449,61.36,29.32,0.579
College 3,College3_011,7,0.528,72.57,30.86,0.579
College 3,College3_011,8,0.498,68.99,28.55,0.579
College 3,College3_011,9,0.516,70.91,25.46,0.579
College 3,College3_011,10,0.542,67.61,27.23,0.579
College 3,College3_012,1,0.602,66.7,75.45,0.171
College 3,College3_012,2,0.595,68.62,59.53,0.171
College 3,College3_012,3,0.595,65.8,51.06,0.171
College 3,College3_012,4,0.554,67.55,44.42,0.171
College 3,College3_012,5,0.516,57.98,35.85,0.171
College 3,College3_012,6,0.493,61.7,35.75,0.171
College 3,College3_012,7,0.565,62.77,31.92,0.171
College 3,College3_012,8,0.631,70.67,26.61,0.171
College 3,College3_012,9,0.587,72.09,28.9,0.171
College 3,College3_012,10,0.639,73.08,28.11,0.171
College 3,College3_013,1,0.654,75.05,73.15,0.613
College 3,College3_013,2,0.597,76.4,58.41,0.613
College 3,College3_013,3,0.584,71.94,47.08,0.613
College 3,College3_013,4,0.538,68.82,37.95,0.613
College 3,College3_013,5,0.573,74.07,35.67,0.613
College 3,College3_013,6,0.579,75.69,32.69,0.613
College 3,College3_013,7,0.605,70.67,29.81,0.613
College 3,College3_013,8,0.661,75.64,28.47,0.613
College 3,College3_013,9,0.612,69.41,26.1,0.613
College 3,College3_013,10,0.621,64.06,23.4,0.613
College 3,College3_014,1,0.436,58.82,78.74,0.696
College 3,College3_014,2,0.483,65.64,61.08,0.696
College 3,College3_014,3,0.47,64.59,51.99,0.696
College 3,College3_014,4,0.383,64.59,41.14,0.696
College 3,College3_014,5,0.354,64.82,37.1,0.696
College 3,College3_014,6,0.39,70.48,31.76,0.696
College 3,College3_014,7,0.373,61.78,26.24,0.696
College 3,College3_014,8,0.46,65.65,23.29,0.696
College 3,College3_014,9,0.478,73.08,26.77,0.696
College 3,College3_014,10,0.454,68.59,24.18,0.696
College 3,College3_015,1,0.67,72.98,75.98,0.623
College 3,College3_015,2,0.657,77.99,61.43,0.623
College 3,College3_015,3,0.638,74.82,47.17,0.623
College 3,College3_015,4,0.585,66.17,38.38,0.623
College 3,College3_015,5,0.529,71.71,36.97,0.623
College 3,College3_015,6,0.576,69.82,32.26,0.623
College 3,College3_015,7,0.55,74.53,28.91,0.623
College 3,College3_015,8,0.663,76.06,27.54,0.623
College 3,College3_015,9,0.604,75,26.04,0.623
College 3,College3_015,10,0.621,70.33,26.98,0.623
College 3,College3_016,1,0.64,72.03,70.8,0.517
College 3,College3_016,2,0.717,81.74,55.79,0.517
College 3,College3_016,3,0.64,75.97,45.08,0.517
College 3,College3_016,4,0.586,79.86,41.69,0.517
College 3,College3_016,5,0.582,76.1,35.12,0.517
College 3,College3_016,6,0.571,75.43,32.47,0.517
College 3,College3_016,7,0.625,67.74,30.33,0.517
College 3,College3_016,8,0.687,79.13,27.49,0.517
College 3,College3_016,9,0.696,76.26,26.83,0.517
College 3,College3_016,10,0.63,71.33,24.35,0.517
College 3,College3_017,1,0.762,75.17,70.02,0.489
College 3,College3_017,2,0.773,81.12,55.66,0.489
College 3,College3_017,3,0.76,76.93,46.19,0.489
College 3,College3_017,4,0.697,78.88,41.18,0.489
College 3,College3_017,5,0.719,72.97,32.52,0.489
College 3,College3_017,6,0.713,83.84,34.83,0.489
College 3,College3_017,7,0.753,75.2,24.66,0.489
College 3,College3_017,8,0.737,78.92,25.19,0.489
College 3,College3_017,9,0.772,82.81,25.74,0.489
College 3,College3_017,10,0.738,75.8,25.16,0.489
College 3,College3_018,1,0.537,68.74,79.2,0.241
College 3,College3_018,2,0.57,59.37,62.71,0.241
College 3,College3_018,3,0.513,65.48,52.08,0.241
College 3,College3_018,4,0.511,66.05,45.41,0.241
College 3,College3_018,5,0.479,62.88,37.69,0.241
College 3,College3_018,6,0.487,69.47,39.32,0.241
College 3,College3_018,7,0.485,65.91,31.27,0.241
College 3,College3_018,8,0.505,70.38,31.6,0.241
College 3,College3_018,9,0.528,65.3,28.51,0.241
College 3,College3_018,10,0.524,69.75,24.73,0.241
College 3,College3_019,1,0.453,69.55,82.47,0.763
College 3,College3_019,2,0.512,74.03,61.22,0.763
College 3,College3_019,3,0.472,66.17,50.31,0.763
College 3,College3_019,4,0.456,56.49,41.21,0.763
College 3,College3_019,5,0.371,66.44,38.31,0.763
College 3,College3_019,6,0.38,59.83,26.31,0.763
College 3,College3_019,7,0.474,60.89,29.14,0.763
College 3,College3_019,8,0.493,58.47,27.02,0.763
College 3,College3_019,9,0.442,70.8,24.97,0.763
College 3,College3_019,10,0.445,68.16,28.39,0.763
College 3,College3_020,1,0.812,85.37,67.45,0.691
College 3,College3_020,2,0.824,79.79,54.81,0.691
College 3,College3_020,3,0.833,87.68,45.28,0.691
College 3,College3_020,4,0.763,77.39,41.39,0.691
College 3,College3_020,5,0.722,82.16,31.67,0.691
College 3,College3_020,6,0.801,87.39,27.07,0.691
College 3,College3_020,7,0.765,84.78,27.09,0.691
College 3,College3_020,8,0.831,85.29,23.34,0.691
College 3,College3_020,9,0.858,84.59,26.75,0.691
College 3,College3_020,10,0.761,78.87,22.4,0.691
College 3,College3_021,1,0.747,82.85,72.83,0.761
College 3,College3_021,2,0.754,82.95,56.92,0.761
College 3,College3_021,3,0.726,80.62,45.01,0.761
College 3,College3_021,4,0.662,77.23,37.73,0.761
College 3,College3_021,5,0.681,87.81,34.09,0.761
College 3,College3_021,6,0.635,80.9,32.1,0.761
College 3,College3_021,7,0.717,82.77,27.37,0.761
College 3,College3_021,8,0.726,80.73,24.48,0.761
College 3,College3_021,9,0.718,83.94,22.26,0.761
College 3,College3_021,10,0.726,82.35,20.53,0.761
College 3,College3_022,1,0.375,63.17,81.15,0.722
College 3,College3_022,2,0.397,63.47,66.14,0.722
College 3,College3_022,3,0.406,63.33,53.16,0.722
College 3,College3_022,4,0.305,62.15,45.68,0.722
College 3,College3_022,5,0.291,54.34,36.03,0.722
College 3,College3_022,6,0.265,64.26,33.37,0.722
College 3,College3_022,7,0.311,58.55,27.57,0.722
College 3,College3_022,8,0.379,67.15,29.6,0.722
College 3,College3_022,9,0.418,60.94,27.77,0.722
College 3,College3_022,10,0.349,65.6,26.69,0.722
College 3,College3_023,1,0.6,74.53,74.89,0.799
College 3,College3_023,2,0.631,77.43,57.67,0.799
College 3,College3_023,3,0.715,79.58,41.95,0.799
College 3,College3_023,4,0.58,69.04,40.54,0.799
College 3,College3_023,5,0.584,76.24,33.66,0.799
College 3,College3_023,6,0.553,65.09,32.47,0.799
College 3,College3_023,7,0.549,64.52,25.37,0.799
College 3,College3_023,8,0.646,80.02,19.47,0.799
College 3,College3_023,9,0.652,79.36,25.18,0.799
College 3,College3_023,10,0.62,75.66,24.38,0.799
College 3,College3_024,1,0.511,71.66,79.83,0.518
College 3,College3_024,2,0.52,63.83,58.92,0.518
College 3,College3_024,3,0.473,68.8,52.86,0.518
College 3,College3_024,4,0.454,68.1,41.85,0.518
College 3,College3_024,5,0.426,56.7,38.25,0.518
College 3,College3_024,6,0.445,65.59,32.94,0.518
College 3,College3_024,7,0.48,64.91,33.05,0.518
College 3,College3_024,8,0.54,66.46,26.49,0.518
College 3,College3_024,9,0.553,75.46,27.92,0.518
College 3,College3_024,10,0.466,63.53,24.97,0.518
College 3,College3_025,1,0.599,70.17,74.41,0.261
College 3,College3_025,2,0.601,67.55,63.1,0.261
College 3,College3_025,3,0.563,80.27,46.87,0.261
College 3,College3_025,4,0.509,70.97,49.71,0.261
College 3,College3_025,5,0.487,59.54,40.05,0.261
College 3,College3_025,6,0.477,65.01,35.07,0.261
College 3,College3_025,7,0.555,65.14,33.99,0.261
College 3,College3_025,8,0.545,63.09,33.95,0.261
College 3,College3_025,9,0.61,64.72,29.23,0.261
College 3,College3_025,10,0.576,70.25,28.07,0.261
College 3,College3_026,1,0.657,76.88,73.51,0.473
College 3,College3_026,2,0.698,79.87,57.44,0.473
College 3,College3_026,3,0.621,70.68,46.78,0.473
College 3,College3_026,4,0.594,66.86,44.25,0.473
College 3,College3_026,5,0.621,73.76,36.19,0.473
College 3,College3_026,6,0.63,69.76,33.17,0.473
College 3,College3_026,7,0.639,71.42,27.47,0.473
College 3,College3_026,8,0.659,79.69,24.65,0.473
College 3,College3_026,9,0.668,78.08,24.49,0.473
College 3,College3_026,10,0.66,75.04,24.31,0.473
College 3,College3_027,1,0.615,70.14,77.64,0.215
College 3,College3_027,2,0.612,66.77,65.99,0.215
College 3,College3_027,3,0.537,73.31,54.02,0.215
College 3,College3_027,4,0.524,69.88,44.55,0.215
College 3,College3_027,5,0.481,60.82,38.95,0.215
College 3,College3_027,6,0.528,60.56,36.02,0.215
College 3,College3_027,7,0.56,65.8,29.72,0.215
College 3,College3_027,8,0.527,67.61,29.57,0.215
College 3,College3_027,9,0.596,69.91,30.2,0.215
College 3,College3_027,10,0.544,71.64,22.24,0.215
College 3,College3_028,1,0.479,69.05,78.31,0.636
College 3,College3_028,2,0.456,66.29,62.85,0.636
College 3,College3_028,3,0.447,68.74,49.36,0.636
College 3,College3_028,4,0.407,71.2,42.02,0.636
College 3,College3_028,5,0.462,66.28,34.82,0.636
College 3,College3_028,6,0.435,66.2,34.83,0.636
College 3,College3_028,7,0.482,68.84,29.1,0.636
College 3,College3_028,8,0.443,75.86,30.54,0.636
College 3,College3_028,9,0.482,59.67,29.24,0.636
College 3,College3_028,10,0.517,72.36,24.99,0.636
College 3,College3_029,1,0.514,63.55,74.79,0.116
College 3,College3_029,2,0.516,58,64.64,0.116
College 3,College3_029,3,0.498,72.7,56.75,0.116
College 3,College3_029,4,0.437,55.9,45.08,0.116
College 3,College3_029,5,0.363,53.35,43.85,0.116
College 3,College3_029,6,0.497,61.78,38.24,0.116
College 3,College3_029,7,0.48,67.92,32.36,0.116
College 3,College3_029,8,0.526,64.9,30.92,0.116
College 3,College3_029,9,0.521,59.68,32.39,0.116
College 3,College3_029,10,0.473,67.48,29.12,0.116
College 3,College3_030,1,0.657,72.02,73.38,0.378
College 3,College3_030,2,0.648,67.6,58.43,0.378
College 3,College3_030,3,0.593,73.43,51.65,0.378
College 3,College3_030,4,0.552,67.81,44.73,0.378
College 3,College3_030,5,0.58,70.02,32.99,0.378
College 3,College3_030,6,0.57,75.85,33.09,0.378
College 3,College3_030,7,0.605,70.9,32.42,0.378
College 3,College3_030,8,0.635,73.51,27.63,0.378
College 3,College3_030,9,0.647,68.19,27.87,0.378
College 3,College3_030,10,0.66,72.6,25.94,0.378
College 3,College3_031,1,0.472,71.42,75.96,0.607
College 3,College3_031,2,0.515,71.24,62.21,0.607
College 3,College3_031,3,0.467,68.07,50.73,0.607
College 3,College3_031,4,0.516,69.61,40.33,0.607
College 3,College3_031,5,0.435,67.24,38.63,0.607
College 3,College3_031,6,0.438,66.6,37.28,0.607
College 3,College3_031,7,0.515,65.12,29.69,0.607
College 3,College3_031,8,0.493,68.45,28.66,0.607
College 3,College3_031,9,0.513,64.85,26.35,0.607
College 3,College3_031,10,0.51,69.34,23.71,0.607
College 3,College3_032,1,0.904,82.75,61.71,0.482
College 3,College3_032,2,0.912,83.24,54.34,0.482
College 3,College3_032,3,0.895,82.81,41.12,0.482
College 3,College3_032,4,0.864,85.84,36.62,0.482
College 3,College3_032,5,0.824,86.02,32.35,0.482
College 3,College3_032,6,0.836,80.8,29.37,0.482
College 3,College3_032,7,0.814,85.09,28.46,0.482
College 3,College3_032,8,0.902,85.9,23.96,0.482
College 3,College3_032,9,0.924,85.89,23.5,0.482
College 3,College3_032,10,0.903,84.62,23.1,0.482
College 3,College3_033,1,0.592,67.19,75.4,0.577
College 3,College3_033,2,0.612,65.89,65.83,0.577
College 3,College3_033,3,0.566,70.75,48.81,0.577
College 3,College3_033,4,0.512,68.86,39.2,0.577
College 3,College3_033,5,0.528,70.41,36.49,0.577
College 3,College3_033,6,0.491,66.07,27.86,0.577
College 3,College3_033,7,0.556,69.99,29.01,0.577
College 3,College3_033,8,0.578,73.23,27.22,0.577
College 3,College3_033,9,0.633,78.4,27.34,0.577
College 3,College3_033,10,0.642,66.86,26.67,0.577
College 3,College3_034,1,0.684,77.27,75.69,0.531
College 3,College3_034,2,0.644,72.26,58.45,0.531
College 3,College3_034,3,0.601,70.3,46.99,0.531
College 3,College3_034,4,0.59,67.07,43.03,0.531
College 3,College3_034,5,0.565,77.86,35.12,0.531
College 3,College3_034,6,0.54,69.64,30.87,0.531
College 3,College3_034,7,0.606,71.68,29.4,0.531
College 3,College3_034,8,0.662,71.39,28.63,0.531
College 3,College3_034,9,0.67,87.19,30.41,0.531
College 3,College3_034,10,0.646,70.09,26.26,0.531
College 3,College3_035,1,0.654,70.35,70.04,0.255
College 3,College3_035,2,0.635,68.18,62.47,0.255
College 3,College3_035,3,0.679,66.61,50.85,0.255
College 3,College3_035,4,0.624,78.72,44.99,0.255
College 3,College3_035,5,0.555,72.56,37.73,0.255
College 3,College3_035,6,0.578,65.47,32.21,0.255
College 3,College3_035,7,0.62,71.55,32.38,0.255
College 3,College3_035,8,0.628,72.5,29.92,0.255
College 3,College3_035,9,0.657,76.89,28.86,0.255
College 3,College3_035,10,0.62,67.17,25.62,0.255
College 3,College3_036,1,0.624,79.52,75.4,0.614
College 3,College3_036,2,0.598,72.36,62.17,0.614
College 3,College3_036,3,0.521,69.92,46.57,0.614
College 3,College3_036,4,0.555,74.16,39.11,0.614
College 3,College3_036,5,0.469,70.05,34.49,0.614
College 3,College3_036,6,0.525,70.89,32.22,0.614
College 3,College3_036,7,0.585,71.61,27.96,0.614
College 3,College3_036,8,0.59,71.43,28.55,0.614
College 3,College3_036,9,0.54,73.87,27.86,0.614
College 3,College3_036,10,0.53,72.18,26,0.614
College 3,College3_037,1,0.527,66.77,76.84,0.616
College 3,College3_037,2,0.53,68.01,61.52,0.616
College 3,College3_037,3,0.487,66.04,47.58,0.616
College 3,College3_037,4,0.466,63.92,42.04,0.616
College 3,College3_037,5,0.447,64.88,36.33,0.616
College 3,College3_037,6,0.39,66.81,33.7,0.616
College 3,College3_037,7,0.466,62.92,30.16,0.616
College 3,College3_037,8,0.513,70.98,25.25,0.616
College 3,College3_037,9,0.538,63.54,28.35,0.616
College 3,College3_037,10,0.538,68.12,25.56,0.616
College 3,College3_038,1,0.652,70.58,73.94,0.561
College 3,College3_038,2,0.632,73.78,61.26,0.561
College 3,College3_038,3,0.627,75.55,47.35,0.561
College 3,College3_038,4,0.544,73.06,42.7,0.561
College 3,College3_038,5,0.603,83.04,32.26,0.561
College 3,College3_038,6,0.564,61.97,29.85,0.561
College 3,College3_038,7,0.597,74.93,25.29,0.561
College 3,College3_038,8,0.699,74.82,26.38,0.561
College 3,College3_038,9,0.623,71.27,25.42,0.561
College 3,College3_038,10,0.598,70.04,24.73,0.561
College 3,College3_039,1,0.645,72.11,69.15,0.392
College 3,College3_039,2,0.72,80.81,54.14,0.392
College 3,College3_039,3,0.648,70.98,47.32,0.392
College 3,College3_039,4,0.628,70.1,41.86,0.392
College 3,College3_039,5,0.63,69.19,36.47,0.392
College 3,College3_039,6,0.626,75.62,32.69,0.392
College 3,College3_039,7,0.638,69.78,26.73,0.392
College 3,College3_039,8,0.702,78.1,29.07,0.392
College 3,College3_039,9,0.665,72.31,26.41,0.392
College 3,College3_039,10,0.718,68.3,26.27,0.392
College 3,College3_040,1,0.512,67.81,77.27,0.349
College 3,College3_040,2,0.509,60.79,60.62,0.349
College 3,College3_040,3,0.466,62.68,51.97,0.349
College 3,College3_040,4,0.421,62.9,44.11,0.349
College 3,College3_040,5,0.388,67.77,39.65,0.349
College 3,College3_040,6,0.408,57.4,34.37,0.349
College 3,College3_040,7,0.486,69.27,33.21,0.349
College 3,College3_040,8,0.495,71.39,28.22,0.349
College 3,College3_040,9,0.47,62.15,27.57,0.349
College 3,College3_040,10,0.536,66.51,28.75,0.349
College 3,College3_041,1,0.44,66.14,86.04,0.797
College 3,College3_041,2,0.405,70.27,65.33,0.797
College 3,College3_041,3,0.366,62.94,51.06,0.797
College 3,College3_041,4,0.321,70.76,42,0.797
College 3,College3_041,5,0.222,59.68,36.57,0.797
College 3,College3_041,6,0.326,57.54,35.98,0.797
College 3,College3_041,7,0.347,63.08,29.43,0.797
College 3,College3_041,8,0.395,63.14,27.74,0.797
College 3,College3_041,9,0.37,55.82,25.43,0.797
College 3,College3_041,10,0.352,70.19,27.63,0.797
College 3,College3_042,1,0.696,81.58,70.45,0.58
College 3,College3_042,2,0.709,77.75,52.97,0.58
College 3,College3_042,3,0.626,73.24,47.21,0.58
College 3,College3_042,4,0.574,71.2,39.98,0.58
College 3,College3_042,5,0.57,76.63,35.25,0.58
College 3,College3_042,6,0.583,69.04,32.66,0.58
College 3,College3_042,7,0.665,80.98,29.79,0.58
College 3,College3_042,8,0.663,76.46,27.11,0.58
College 3,College3_042,9,0.664,75.05,27.61,0.58
College 3,College3_042,10,0.644,84.77,21.2,0.58
College 3,College3_043,1,0.614,75,74.09,0.725
College 3,College3_043,2,0.582,76.19,55.59,0.725
College 3,College3_043,3,0.6,78.61,51.91,0.725
College 3,College3_043,4,0.586,76.38,41.02,0.725
College 3,College3_043,5,0.527,72.05,33.68,0.725
College 3,College3_043,6,0.561,68.51,33.54,0.725
College 3,College3_043,7,0.546,71.81,26.3,0.725
College 3,College3_043,8,0.615,72.81,27.21,0.725
College 3,College3_043,9,0.606,73.16,24.76,0.725
College 3,College3_043,10,0.62,73.63,25.48,0.725
College 3,College3_044,1,0.89,87.54,68.74,0.582
College 3,College3_044,2,0.813,83.31,51.93,0.582
College 3,College3_044,3,0.851,79.02,42.8,0.582
College 3,College3_044,4,0.787,79.7,31.97,0.582
College 3,College3_044,5,0.772,84.13,35.09,0.582
College 3,College3_044,6,0.792,81.62,32.42,0.582
College 3,College3_044,7,0.812,85.01,25.82,0.582
College 3,College3_044,8,0.854,91.3,24.7,0.582
College 3,College3_044,9,0.859,88.63,22.47,0.582
College 3,College3_044,10,0.867,85.2,23.87,0.582
College 3,College3_045,1,0.503,70.31,81.39,0.465
College 3,College3_045,2,0.557,62.73,62.61,0.465
College 3,College3_045,3,0.571,67.9,52.44,0.465
College 3,College3_045,4,0.434,70.47,45.7,0.465
College 3,College3_045,5,0.428,69.69,36.36,0.465
College 3,College3_045,6,0.455,68.89,34.5,0.465
College 3,College3_045,7,0.511,66.95,29.22,0.465
College 3,College3_045,8,0.51,67.92,30.2,0.465
College 3,College3_045,9,0.45,64.39,27.16,0.465
College 3,College3_045,10,0.548,73.83,26.28,0.465
College 3,College3_046,1,0.587,63.99,75.16,0.159
College 3,College3_046,2,0.701,73.31,59.5,0.159
College 3,College3_046,3,0.549,64.04,51.83,0.159
College 3,College3_046,4,0.546,60.17,42.59,0.159
College 3,College3_046,5,0.524,70.18,41.27,0.159
College 3,College3_046,6,0.569,65.2,37.07,0.159
College 3,College3_046,7,0.579,62.57,28.95,0.159
College 3,College3_046,8,0.592,67.56,32.62,0.159
College 3,College3_046,9,0.587,68.29,33.08,0.159
College 3,College3_046,10,0.578,60.6,26.76,0.159
College 3,College3_047,1,0.786,80.13,69.86,0.781
College 3,College3_047,2,0.782,80.59,53.68,0.781
College 3,College3_047,3,0.755,79.98,43.91,0.781
College 3,College3_047,4,0.687,73.85,33.29,0.781
College 3,College3_047,5,0.686,69.85,34.47,0.781
College 3,College3_047,6,0.675,77.26,29.7,0.781
College 3,College3_047,7,0.739,81.61,25.19,0.781
College 3,College3_047,8,0.704,79.28,28.89,0.781
College 3,College3_047,9,0.757,81.29,24.13,0.781
College 3,College3_047,10,0.794,83.7,21.1,0.781
College 3,College3_048,1,0.568,71.35,72.75,0.537
College 3,College3_048,2,0.552,68.93,61.84,0.537
College 3,College3_048,3,0.573,73.66,49.42,0.537
College 3,College3_048,4,0.502,67.66,42.75,0.537
College 3,College3_048,5,0.47,67.34,36.68,0.537
College 3,College3_048,6,0.521,62.34,30.71,0.537
College 3,College3_048,7,0.536,77.05,29.66,0.537
College 3,College3_048,8,0.59,71.25,25.2,0.537
College 3,College3_048,9,0.554,73.07,28.94,0.537
College 3,College3_048,10,0.513,65.11,22.37,0.537
College 3,College3_049,1,0.441,70.24,80.35,0.567
College 3,College3_049,2,0.456,66.75,65.38,0.567
College 3,College3_049,3,0.525,60.08,52.24,0.567
College 3,College3_049,4,0.381,61.37,47.94,0.567
College 3,College3_049,5,0.377,73.46,34.55,0.567
College 3,College3_049,6,0.353,60.62,33.93,0.567
College 3,College3_049,7,0.42,69.01,27.42,0.567
College 3,College3_049,8,0.443,71.39,23.46,0.567
College 3,College3_049,9,0.447,66.66,27.49,0.567
College 3,College3_049,10,0.486,64.17,26.05,0.567
College 3,College3_050,1,0.631,76.57,73.28,0.529
College 3,College3_050,2,0.622,71.12,56.42,0.529
College 3,College3_050,3,0.551,81.78,48.97,0.529
College 3,College3_050,4,0.608,68.66,41.65,0.529
College 3,College3_050,5,0.501,64.14,36.43,0.529
College 3,College3_050,6,0.53,66.88,34.89,0.529
College 3,College3_050,7,0.598,73.17,28.86,0.529
College 3,College3_050,8,0.59,69.97,27.05,0.529
College 3,College3_050,9,0.59,74.29,23.62,0.529
College 3,College3_050,10,0.543,65.82,26.41,0.529
College 4,College4_001,1,0.569,61.27,76.65,0.157
College 4,College4_001,2,0.511,71.26,63.36,0.157
College 4,College4_001,3,0.465,59.53,53.19,0.157
College 4,College4_001,4,0.481,59.89,45.46,0.157
College 4,College4_001,5,0.418,51.34,39.73,0.157
College 4,College4_001,6,0.463,61,35.84,0.157
College 4,College4_001,7,0.421,59.59,31.97,0.157
College 4,College4_001,8,0.573,70.23,31.1,0.157
College 4,College4_001,9,0.561,61.2,29.45,0.157
College 4,College4_001,10,0.467,56.52,25.43,0.157
College 4,College4_002,1,0.82,86.26,68.7,0.68
College 4,College4_002,2,0.804,83.29,56.96,0.68
College 4,College4_002,3,0.757,73.86,43.1,0.68
College 4,College4_002,4,0.694,74.58,37.11,0.68
College 4,College4_002,5,0.718,81.79,32.61,0.68
College 4,College4_002,6,0.648,76.63,23.7,0.68
College 4,College4_002,7,0.763,85.86,30.4,0.68
College 4,College4_002,8,0.75,82.14,23.54,0.68
College 4,College4_002,9,0.829,80.23,25.15,0.68
College 4,College4_002,10,0.768,78.19,23.12,0.68
College 4,College4_003,1,0.624,67.28,72.02,0.243
College 4,College4_003,2,0.631,79.23,63.11,0.243
College 4,College4_003,3,0.581,68.71,51.74,0.243
College 4,College4_003,4,0.583,63.17,41.26,0.243
College 4,College4_003,5,0.548,72.57,39.79,0.243
College 4,College4_003,6,0.568,68.5,36.31,0.243
College 4,College4_003,7,0.578,71.86,30.32,0.243
College 4,College4_003,8,0.639,76.07,31.5,0.243
College 4,College4_003,9,0.616,71.51,24.08,0.243
College 4,College4_003,10,0.663,69.91,23.1,0.243
College 4,College4_004,1,0.639,74.5,74.94,0.387
College 4,College4_004,2,0.624,67.26,61.54,0.387
College 4,College4_004,3,0.624,67.51,48.37,0.387
College 4,College4_004,4,0.574,67.17,46.11,0.387
College 4,College4_004,5,0.508,62.96,41.33,0.387
College 4,College4_004,6,0.564,67.05,34.08,0.387
College 4,College4_004,7,0.614,70.63,33.5,0.387
College 4,College4_004,8,0.632,75.64,26.99,0.387
College 4,College4_004,9,0.67,72.73,24.93,0.387
College 4,College4_004,10,0.571,63.22,25.42,0.387
College 4,College4_005,1,0.722,80.41,69.88,0.41
College 4,College4_005,2,0.768,83.52,57.32,0.41
College 4,College4_005,3,0.768,87.48,52.09,0.41
College 4,College4_005,4,0.683,73.41,39.66,0.41
College 4,College4_005,5,0.64,73.35,34.53,0.41
College 4,College4_005,6,0.695,73.72,31.7,0.41
College 4,College4_005,7,0.759,78.24,30.9,0.41
College 4,College4_005,8,0.721,82.66,23.76,0.41
College 4,College4_005,9,0.805,74.94,21.39,0.41
